Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
33,Female,2,Full Stack Engineer,9,136986,UK,Mixed,0
38,Male,1,Front end Developer,11,136662,Australia,White,0
54,Female,3,Software Engineer Manager,32,191510,UK,Welsh,0
42,Male,2,Full Stack Engineer,19,177347,Canada,Asian,0
28,Female,1,Project Engineer,3,70397,USA,Asian,1
34,Male,2,Software Engineer Manager,9,146075,China,White,0
46,Female,1,Back end Developer,18,155795,Canada,Asian,0
35,Male,2,Full Stack Engineer,9,132638,China,Korean,0
49,Female,3,Software Engineer Manager,22,178684,Australia,White,0
32,Male,1,Software Engineer,7,106218,Australia,Asian,1
54,Male,2,Full Stack Engineer,28,191239,Canada,White,0
26,Female,2,Front end Developer,2,65840,USA,Asian,0
23,Male,3,Software Engineer Manager,0,52779,UK,Asian,0
48,Female,2,Software Engineer,23,185038,Australia,Asian,1
38,Male,1,Back end Developer,14,136449,China,Korean,0
30,Female,2,Full Stack Engineer,6,110707,China,Chinese,0
40,Male,2,Software Engineer Manager,17,151670,USA,African American,0
45,Female,1,Project Engineer,21,167015,UK,White,1
36,Male,2,Full Stack Engineer,13,146508,Australia,Asian,0
52,Male,3,Software Engineer Manager,27,190596,China,Chinese,0
31,Female,1,Software Engineer,6,104378,USA,African American,1
26,Male,2,Full Stack Engineer,3,70216,China,Korean,0
30,Female,2,Project Engineer,5,101733,China,Chinese,1
24,Male,1,Back end Developer,1,55935,UK,White,0
45,Male,2,Software Engineer,21,180367,UK,Asian,1
33,Female,2,Full Stack Engineer,9,135596,UK,Welsh,0
38,Male,1,Front end Developer,11,136062,UK,Asian,0
54,Female,3,Software Engineer Manager,32,191267,Australia,White,0
42,Male,2,Full Stack Engineer,19,177347,UK,Asian,0
28,Female,1,Project Engineer,3,70397,China,Korean,1
34,Male,2,Software Engineer Manager,9,146075,USA,Hispanic,0
46,Female,1,Back end Developer,18,155795,USA,White,0
35,Male,2,Full Stack Engineer,9,132638,UK,White,0
49,Female,3,Software Engineer Manager,22,178684,China,Chinese,0
32,Male,1,Software Engineer,7,106218,Canada,White,1
54,Male,2,Full Stack Engineer,28,191239,Australia,Australian,0
26,Female,2,Front end Developer,2,65840,Australia,Australian,0
23,Male,3,Software Engineer Manager,0,52779,Australia,White,0
48,Female,2,Software Engineer,23,185038,USA,White,1
38,Male,1,Back end Developer,14,136449,Canada,White,0
30,Female,2,Full Stack Engineer,6,110707,Canada,Asian,0
40,Male,2,Software Engineer Manager,17,151670,USA,African American,0
45,Female,1,Project Engineer,21,167015,Canada,White,1
36,Male,2,Full Stack Engineer,13,146508,China,Korean,0
52,Male,3,Software Engineer Manager,27,190596,USA,African American,0
31,Female,1,Software Engineer,6,104378,USA,Asian,1
26,Male,2,Full Stack Engineer,3,70216,USA,African American,0
30,Female,2,Project Engineer,5,101733,Australia,Australian,1
24,Male,1,Back end Developer,1,55935,China,Korean,0
45,Male,2,Software Engineer,21,180367,UK,Mixed,1
33,Female,2,Full Stack Engineer,9,135596,Australia,Australian,0
38,Male,1,Front end Developer,11,136062,China,White,0
54,Female,3,Software Engineer Manager,32,191267,Australia,Australian,0
42,Male,2,Full Stack Engineer,19,177347,Australia,White,0
29,Female,1,Full Stack Engineer,6,103579,Australia,Australian,0
45,Male,2,Software Engineer Manager,19,163780,China,Korean,0
36,Male,1,Front end Developer,12,137878,UK,Mixed,0
30,Female,2,Project Engineer,4,92438,USA,Hispanic,1
28,Male,2,Full Stack Engineer,5,84181,UK,White,0
46,Female,3,Software Engineer Manager,21,174821,UK,White,0
34,Male,1,Back end Developer,10,126520,USA,African American,0
44,Male,2,Software Engineer,18,152168,UK,Welsh,1
55,Female,3,Software Engineer Manager,29,190543,USA,White,0
35,Male,2,Full Stack Engineer,9,131547,China,Chinese,0
54,Male,1,Project Engineer,28,192292,UK,Mixed,1
23,Female,0,Back end Developer,1,52807,Australia,White,0
46,Male,2,Software Engineer,20,174938,China,White,1
33,Female,1,Full Stack Engineer,8,124071,China,Korean,0
26,Male,2,Front end Developer,3,73640,UK,Asian,0
43,Female,3,Software Engineer Manager,19,156486,USA,African American,0
36,Male,2,Full Stack Engineer,11,138859,Canada,White,0
23,Female,1,Project Engineer,0,52831,USA,Asian,1
49,Male,2,Software Engineer Manager,23,182392,UK,Asian,0
35,Female,2,Full Stack Engineer,11,151078,Canada,White,0
31,Male,1,Back end Developer,8,100679,Canada,White,0
43,Male,2,Full Stack Engineer,20,167924,UK,Asian,0
33,Female,2,Project Engineer,10,113334,Canada,White,1
52,Female,3,Software Engineer Manager,29,194778,UK,Welsh,0
28,Male,1,Full Stack Engineer,4,77606,UK,Mixed,0
36,Female,2,Software Engineer,13,140010,USA,Asian,1
43,Male,1,Project Engineer,20,142421,Canada,Black,1
50,Female,2,Full Stack Engineer,24,192756,Canada,Asian,0
24,Male,3,Software Engineer Manager,1,106686,Australia,Asian,0
52,Male,2,Software Engineer,27,186794,China,White,1
46,Female,1,Back end Developer,19,150729,USA,Asian,0
38,Male,2,Full Stack Engineer,15,171652,UK,Welsh,0
29,Male,1,Project Engineer,6,88552,USA,Hispanic,1
33,Female,2,Front end Developer,9,119918,USA,Asian,0
47,Male,3,Software Engineer Manager,21,174985,UK,Mixed,0
45,Female,2,Software Engineer,23,174336,Australia,Asian,1
28,Male,1,Back end Developer,4,72389,China,Chinese,0
42,Female,2,Full Stack Engineer,14,163978,Canada,Black,0
46,Male,1,Project Engineer,25,166958,UK,Asian,1
38,Female,3,Software Engineer Manager,15,145052,UK,Welsh,0
54,Male,2,Software Engineer,32,195270,Canada,Asian,1
33,Female,2,Full Stack Engineer,8,122970,Australia,White,0
27,Male,0,Back end Developer,4,80247,Australia,Australian,0
50,Female,1,Project Engineer,25,177862,Canada,White,1
26,Male,2,Full Stack Engineer,4,91062,China,Korean,0
31,Female,2,Software Engineer,6,114290,Canada,Asian,1
35,Male,1,Front end Developer,10,128999,USA,Asian,0
44,Female,3,Software Engineer Manager,18,162454,USA,African American,0
32,Male,2,Project Engineer,8,122354,Canada,White,1
54,Male,1,Full Stack Engineer,25,179756,UK,Mixed,0
26,Female,2,Front end Developer,3,73218,Canada,White,0
23,Male,3,Software Engineer Manager,0,52612,UK,White,0
48,Female,2,Software Engineer,23,185038,Canada,White,1
38,Male,1,Back end Developer,12,132442,UK,Asian,0
30,Female,2,Full Stack Engineer,5,102828,USA,Hispanic,0
40,Male,2,Software Engineer Manager,16,150301,Canada,Black,0
45,Female,1,Project Engineer,22,171468,Canada,Black,1
36,Male,2,Full Stack Engineer,13,147326,Australia,Australian,0
52,Male,3,Software Engineer Manager,26,185982,Canada,Asian,0
31,Female,1,Software Engineer,7,108267,Australia,Australian,1
26,Male,2,Full Stack Engineer,3,91397,Canada,Black,0
30,Female,2,Project Engineer,5,100867,Canada,Black,1
24,Male,1,Back end Developer,2,64182,UK,Asian,0
45,Male,2,Software Engineer,22,182506,USA,African American,1
33,Female,2,Full Stack Engineer,9,136986,Australia,Asian,0
38,Male,1,Front end Developer,11,136662,USA,Hispanic,0
54,Female,3,Software Engineer Manager,32,191510,China,Chinese,0
42,Male,2,Full Stack Engineer,19,177347,UK,Welsh,0
28,Female,1,Project Engineer,4,82944,China,Chinese,1
48,Male,3,Software Engineer Manager,23,188288,Canada,Black,0
36,Female,2,Software Engineer,14,141090,UK,Mixed,1
43,Male,1,Full Stack Engineer,19,152726,Australia,Australian,0
33,Female,2,Back end Developer,9,124141,Australia,Australian,0
26,Male,1,Front end Developer,3,67556,Canada,Asian,0
50,Female,2,Project Engineer,22,182768,China,Chinese,1
41,Male,3,Software Engineer Manager,15,148727,UK,Asian,0
29,Female,1,Full Stack Engineer,6,91903,USA,Asian,0
38,Male,2,Software Engineer,14,147708,USA,White,1
48,Female,1,Project Engineer,21,163209,Australia,Australian,1
31,Male,2,Full Stack Engineer,8,120288,China,White,0
45,Male,3,Software Engineer Manager,21,170226,UK,Welsh,0
35,Female,2,Software Engineer,11,134979,China,Chinese,1
42,Male,1,Back end Developer,16,137489,UK,Mixed,0
27,Female,2,Full Stack Engineer,4,83577,China,Korean,0
33,Male,1,Front end Developer,9,117904,Canada,White,0
36,Female,2,Project Engineer,11,134482,China,Korean,1
54,Male,3,Software Engineer Manager,30,184660,Australia,Australian,0
30,Female,1,Software Engineer,5,100151,UK,Mixed,1
26,Male,2,Full Stack Engineer,3,88678,USA,Asian,0
45,Female,3,Project Engineer,21,181285,Canada,White,1
38,Male,2,Software Engineer Manager,16,154990,USA,White,0
31,Female,1,Full Stack Engineer,7,108204,Canada,Black,0
42,Male,2,Software Engineer,19,175684,Canada,Black,1
28,Female,1,Back end Developer,5,77766,USA,Hispanic,0
48,Male,3,Software Engineer Manager,24,192211,China,Chinese,0
36,Female,2,Full Stack Engineer,13,144647,Canada,Black,0
43,Male,1,Project Engineer,20,162231,China,Chinese,1
33,Female,2,Front end Developer,9,121120,Canada,Asian,0
26,Male,1,Full Stack Engineer,4,79652,Canada,White,0
50,Female,2,Software Engineer,21,177002,Canada,Black,1
27,Male,2,Back end Developer,5,87584,UK,White,0
38,Female,1,Project Engineer,13,131860,China,Chinese,1
54,Male,3,Software Engineer Manager,28,182013,USA,African American,0
31,Female,2,Full Stack Engineer,7,108799,China,White,0
36,Male,1,Software Engineer,13,135378,Canada,Black,1
45,Female,2,Software Engineer Manager,22,183530,USA,Asian,0
42,Male,1,Back end Developer,18,150901,UK,Welsh,0
28,Female,2,Full Stack Engineer,4,82697,UK,White,0
48,Male,3,Software Engineer,26,194638,UK,Asian,1
36,Female,2,Project Engineer,12,130356,Australia,Asian,1
43,Male,1,Full Stack Engineer,18,152560,Australia,Australian,0
33,Female,2,Front end Developer,9,121432,Canada,White,0
26,Male,1,Back end Developer,2,63789,Canada,Black,0
50,Female,2,Software Engineer,23,183690,China,Korean,1
41,Male,3,Software Engineer Manager,16,151310,Australia,Asian,0
29,Female,1,Full Stack Engineer,6,100358,Canada,White,0
38,Male,2,Software Engineer,15,148437,UK,White,1
48,Female,1,Project Engineer,22,168691,Australia,Asian,1
28,Male,1,Software Developer,1,50000,USA,White,0
32,Female,2,Product Manager,5,100000,Australia,Asian,0
26,Male,1,Software Engineer,2,60000,Canada,White,0
33,Female,2,Data Analyst,6,90000,USA,African American,0
29,Male,1,Front End Developer,3,70000,USA,African American,0
42,Male,3,Director of Data Science,12,170000,Australia,White,0
36,Female,2,Data Scientist,8,130000,Canada,White,0
27,Male,1,Software Developer,1,50000,China,Chinese,0
34,Female,2,Product Manager,7,120000,Australia,Asian,0
29,Male,1,Software Engineer,4,80000,Australia,Australian,0
41,Female,3,Data Scientist,16,200000,Canada,White,1
34,Male,2,Data Analyst,8,100000,USA,Hispanic,0
24,Female,1,Software Developer,2,55000,Canada,Asian,0
36,Male,3,Director of Data Science,12,170000,USA,White,0
30,Female,1,Software Engineer,5,90000,Canada,Asian,0
29,Male,1,Front End Developer,4,80000,Australia,Asian,0
42,Male,2,Product Manager,14,180000,Australia,White,0
26,Male,1,Software Developer,2,60000,USA,African American,0
35,Female,2,Data Analyst,9,120000,Australia,White,0
27,Female,1,Software Engineer,3,70000,Canada,White,0
48,Male,3,Director of Data Science,18,210000,UK,Mixed,0
34,Male,2,Data Scientist,9,140000,Canada,White,0
23,Female,1,Software Engineer,1,50000,Australia,Asian,0
32,Male,2,Product Manager,7,110000,Canada,Black,0
25,Female,2,Software Engineer,2,60000,Australia,Asian,0
37,Male,1,Data Analyst,11,160000,UK,White,0
28,Male,1,Software Engineer,4,75000,China,White,0
41,Female,3,Director of Data Science,16,200000,Australia,White,0
34,Male,2,Data Analyst,8,100000,USA,African American,0
24,Female,1,Software Developer,2,55000,UK,Mixed,0
36,Male,3,Data Scientist,12,170000,Canada,White,1
30,Female,1,Software Engineer,5,90000,USA,African American,0
29,Male,1,Front End Developer,4,80000,Australia,White,0
42,Male,2,Product Manager,14,180000,UK,Mixed,0
26,Male,1,Software Developer,2,60000,USA,Asian,0
35,Female,2,Data Analyst,9,120000,Australia,Asian,0
27,Female,1,Software Engineer,3,70000,Australia,Australian,0
48,Male,3,Director of Data Science,18,210000,Canada,White,0
34,Male,2,Data Scientist,9,140000,Canada,Asian,0
23,Female,1,Software Engineer,1,50000,UK,Welsh,0
32,Male,2,Product Manager,7,110000,Australia,White,0
25,Female,2,Software Engineer,2,60000,UK,Welsh,0
37,Male,1,Data Analyst,11,160000,UK,White,0
28,Male,1,Software Engineer,4,75000,China,White,0
41,Female,3,Director of Data Science,16,200000,China,Chinese,0
34,Male,2,Data Analyst,8,100000,UK,Mixed,0
24,Female,1,Software Developer,2,55000,UK,Mixed,0
36,Male,3,Data Scientist,12,170000,Australia,Asian,1
30,Female,1,Software Engineer,5,90000,USA,Asian,0
29,Male,1,Front End Developer,4,80000,Canada,Asian,0
42,Male,2,Product Manager,14,180000,Australia,Asian,0
26,Male,1,Software Developer,2,60000,Australia,Asian,0
35,Female,2,Data Analyst,9,120000,USA,Hispanic,0
27,Female,1,Software Engineer,3,70000,China,Chinese,0
48,Male,3,Director of Data Science,18,210000,UK,Mixed,0
34,Male,2,Data Scientist,9,140000,USA,Asian,0
23,Female,1,Software Engineer,1,50000,China,Korean,0
32,Male,2,Product Manager,7,110000,Canada,Asian,0
25,Female,2,Software Engineer,2,60000,China,Korean,0
37,Male,1,Data Analyst,11,160000,Canada,White,0
28,Male,1,Software Engineer,4,75000,UK,Asian,0
41,Female,3,Director of Data Science,16,200000,USA,White,0
34,Male,2,Data Analyst,8,100000,Canada,Asian,0
24,Female,1,Software Developer,2,55000,USA,White,0
36,Male,3,Data Scientist,12,170000,Canada,Black,1
30,Female,1,Software Engineer,5,90000,USA,Asian,0
29,Male,1,Front End Developer,4,80000,China,Chinese,0
42,Male,2,Product Manager,14,180000,USA,Asian,0
26,Male,1,Software Developer,2,60000,Australia,White,0
35,Female,2,Data Analyst,9,120000,UK,Asian,0
27,Female,1,Software Engineer,3,70000,UK,Welsh,0
48,Male,3,Director of Data Science,18,210000,Australia,Asian,0
34,Male,2,Data Scientist,9,140000,Australia,Australian,0
23,Female,1,Software Engineer,1,50000,UK,Mixed,0
32,Male,2,Product Manager,7,110000,Canada,White,0
25,Female,2,Software Engineer,2,60000,USA,African American,0
37,Male,1,Data Analyst,11,160000,China,White,0
28,Male,1,Software Engineer,4,75000,Canada,Asian,0
41,Female,3,Director of Data Science,16,200000,UK,White,0
34,Male,2,Data Analyst,8,100000,Australia,Australian,0
24,Female,1,Software Developer,2,55000,China,Chinese,0
36,Male,3,Data Scientist,12,170000,Canada,Black,1
30,Female,1,Software Engineer,5,90000,USA,White,0
29,Male,1,Front End Developer,4,80000,China,Chinese,0
42,Male,2,Product Manager,14,180000,USA,White,0
26,Male,1,Software Developer,2,60000,USA,African American,0
35,Female,2,Data Analyst,9,120000,USA,Asian,0
27,Female,1,Software Engineer,3,70000,UK,Asian,0
48,Male,3,Director of Data Science,18,210000,UK,White,0
34,Male,2,Data Scientist,9,140000,UK,Welsh,0
23,Female,1,Software Engineer,1,50000,China,Chinese,0
32,Male,2,Product Manager,7,110000,Canada,Black,0
25,Female,2,Software Engineer,2,60000,USA,White,0
37,Male,1,Data Analyst,11,160000,Canada,Black,0
28,Male,1,Software Engineer,4,75000,China,Korean,0
41,Female,3,Director of Data Science,16,200000,Canada,White,0
34,Male,2,Data Analyst,8,100000,Canada,Black,0
24,Female,1,Software Developer,2,55000,Canada,Asian,0
36,Male,3,Data Scientist,12,170000,Australia,White,1
30,Female,1,Software Engineer,5,90000,Australia,White,0
29,Male,1,Front End Developer,4,80000,UK,Asian,0
42,Male,2,Product Manager,14,180000,Canada,Asian,0
26,Male,1,Software Developer,2,60000,China,White,0
35,Female,2,Data Analyst,9,120000,Canada,White,0
27,Female,1,Software Engineer,3,70000,Canada,White,0
48,Male,3,Director of Data Science,18,210000,USA,White,0
34,Male,2,Data Scientist,9,140000,UK,White,0
23,Female,1,Software Engineer,1,50000,USA,Hispanic,0
32,Male,2,Product Manager,7,110000,USA,African American,0
25,Female,2,Software Engineer,2,60000,UK,Welsh,0
37,Male,1,Data Analyst,11,160000,China,Korean,0
28,Male,1,Software Engineer,4,75000,Australia,Australian,0
41,Female,3,Director of Data Science,16,200000,Australia,Asian,0
34,Male,2,Data Analyst,8,100000,Canada,White,0
24,Female,1,Software Developer,2,55000,Australia,Asian,0
36,Male,3,Data Scientist,12,170000,Canada,Black,1
30,Female,1,Software Engineer,5,90000,USA,White,0
29,Male,1,Front End Developer,4,80000,USA,African American,0
42,Male,2,Product Manager,14,180000,Canada,White,0
26,Male,1,Software Developer,2,60000,Australia,Australian,0
35,Female,2,Data Analyst,9,120000,Canada,White,0
27,Female,1,Software Engineer,3,70000,UK,Welsh,0
48,Male,3,Director of Data Science,18,210000,USA,White,0
34,Male,2,Data Scientist,9,140000,UK,Welsh,0
30,Female,1,Software Engineer,4,80000,USA,Asian,0
29,Male,1,Front End Developer,3,70000,UK,Welsh,0
42,Male,2,Product Manager,14,180000,USA,Hispanic,0
26,Male,1,Software Developer,2,60000,USA,African American,0
35,Female,2,Data Analyst,9,120000,UK,White,0
27,Female,1,Software Engineer,3,70000,USA,Asian,0
48,Male,3,Director of Data Science,18,210000,UK,Welsh,0
34,Male,2,Data Scientist,9,140000,China,Chinese,0
23,Female,1,Software Engineer,1,50000,Canada,Asian,0
32,Male,2,Product Manager,7,110000,USA,African American,0
25,Female,2,Software Engineer,2,60000,Canada,Asian,0
37,Male,1,Data Analyst,11,160000,UK,Mixed,0
28,Male,1,Software Engineer,4,75000,UK,Asian,0
41,Female,3,Director of Data Science,16,200000,Australia,Asian,0
34,Male,2,Data Analyst,8,100000,Australia,Asian,0
24,Female,1,Software Developer,2,55000,Australia,White,0
36,Male,3,Data Scientist,12,170000,UK,White,1
30,Female,1,Software Engineer,5,90000,China,White,0
29,Male,1,Front End Developer,4,80000,Canada,Black,0
42,Male,2,Product Manager,14,180000,Australia,Australian,0
26,Male,1,Software Developer,2,60000,UK,White,0
35,Female,2,Data Analyst,9,120000,Australia,White,0
27,Female,1,Software Engineer,3,70000,USA,African American,0
48,Male,3,Director of Data Science,18,210000,Australia,Australian,0
34,Male,2,Data Scientist,9,140000,Australia,White,0
23,Female,1,Software Engineer,1,50000,Australia,Australian,0
32,Male,2,Product Manager,7,110000,China,Korean,0
25,Female,2,Software Engineer,2,60000,UK,White,0
37,Male,1,Data Analyst,11,160000,UK,White,0
28,Male,1,Software Engineer,4,75000,USA,African American,0
41,Female,3,Director of Data Science,16,200000,China,Korean,0
34,Male,2,Data Analyst,8,100000,USA,Asian,0
24,Female,1,Software Developer,2,55000,UK,White,0
36,Male,3,Data Scientist,12,170000,Australia,White,1
30,Female,1,Software Engineer,5,90000,USA,White,0
29,Male,1,Front End Developer,4,80000,Canada,White,0
42,Male,2,Product Manager,14,180000,Australia,White,0
26,Male,1,Software Developer,2,60000,Australia,Australian,0
35,Female,2,Data Analyst,9,120000,China,Korean,0
27,Female,1,Software Engineer,3,70000,Australia,Asian,0
48,Male,3,Director of Data Science,18,210000,USA,White,0
34,Male,2,Data Scientist,9,140000,China,Chinese,0
23,Female,1,Software Engineer,1,50000,Canada,White,0
32,Male,2,Product Manager,7,110000,Australia,Asian,0
25,Female,2,Software Engineer,2,60000,China,Chinese,0
37,Male,1,Data Analyst,11,160000,China,White,0
28,Male,1,Software Engineer,4,75000,Canada,Asian,0
41,Female,3,Director of Data Science,16,200000,UK,Mixed,0
34,Male,2,Data Analyst,8,100000,UK,Welsh,0
24,Female,1,Software Developer,2,55000,Canada,White,0
36,Male,3,Data Scientist,12,170000,USA,Asian,1
30,Female,1,Software Engineer,5,90000,Canada,Asian,0
29,Male,1,Front End Developer,4,80000,USA,Asian,0
42,Male,2,Product Manager,14,180000,UK,White,0
26,Male,1,Software Developer,2,60000,UK,Welsh,0
35,Female,2,Data Analyst,9,120000,USA,White,0
27,Female,1,Software Engineer,3,70000,USA,Asian,0
48,Male,3,Director of Data Science,18,210000,China,Chinese,0
34,Male,2,Data Scientist,9,140000,USA,Hispanic,0
23,Female,1,Software Engineer,1,50000,Canada,Black,0
32,Male,2,Product Manager,7,110000,Canada,Black,0
25,Female,2,Software Engineer,2,60000,Canada,Black,0
37,Male,1,Data Analyst,11,160000,Canada,Black,0
28,Male,1,Software Engineer,4,75000,Australia,Australian,0
41,Female,3,Director of Data Science,16,200000,Canada,White,0
34,Male,2,Data Analyst,8,100000,Australia,Australian,0
24,Female,1,Software Developer,2,55000,UK,Welsh,0
36,Male,3,Data Scientist,12,170000,Canada,Asian,1
30,Female,1,Software Engineer,5,90000,Australia,White,0
29,Male,1,Front End Developer,4,80000,UK,Asian,0
42,Male,2,Product Manager,14,180000,UK,Welsh,0
26,Male,1,Software Developer,2,60000,Australia,White,0
35,Female,2,Data Analyst,9,120000,UK,Asian,0
27,Female,1,Software Engineer,3,70000,Australia,Asian,0
48,Male,3,Director of Data Science,18,210000,Canada,White,0
34,Male,2,Data Scientist,9,140000,Canada,Black,0
23,Female,1,Software Engineer,1,50000,UK,Asian,0
32,Male,2,Product Manager,7,110000,UK,White,0
25,Female,2,Software Engineer,2,60000,China,Korean,0
37,Male,1,Data Analyst,11,160000,USA,African American,0
28,Male,1,Software Engineer,4,75000,USA,Hispanic,0
41,Female,3,Director of Data Science,16,200000,China,Korean,0
34,Male,2,Data Analyst,8,100000,USA,African American,0
24,Female,1,Software Developer,2,55000,Australia,Australian,0
36,Male,3,Data Scientist,12,170000,China,White,1
30,Female,1,Software Engineer,5,90000,USA,Hispanic,0
29,Male,1,Front End Developer,4,80000,USA,Asian,0
42,Male,2,Product Manager,14,180000,Australia,White,0
26,Male,1,Software Developer,2,60000,Canada,Asian,0
35,Female,2,Data Analyst,9,120000,China,White,0
27,Female,1,Software Engineer,3,70000,Australia,White,0
48,Male,3,Director of Data Science,18,210000,Canada,Black,0
34,Male,2,Data Scientist,9,140000,UK,Mixed,0
23,Female,1,Software Engineer,1,50000,Australia,White,0
32,Male,2,Product Manager,7,110000,Australia,Australian,0
25,Female,2,Software Engineer,2,60000,USA,White,0
37,Male,1,Data Analyst,11,160000,Australia,Australian,0
28,Male,1,Software Engineer,4,75000,USA,Hispanic,0
41,Female,3,Director of Data Science,16,200000,USA,African American,0
34,Male,2,Data Analyst,8,100000,China,Korean,0
24,Female,1,Software Developer,2,55000,Australia,Asian,0
36,Male,3,Data Scientist,12,170000,UK,Asian,1
30,Female,1,Software Engineer,5,90000,Canada,White,0
29,Male,1,Front End Developer,4,80000,China,Chinese,0
42,Male,2,Product Manager,14,180000,USA,White,0
26,Male,1,Software Developer,2,60000,UK,Mixed,0
35,Female,2,Data Analyst,9,120000,China,White,0
27,Female,1,Software Engineer,3,70000,Canada,White,0
48,Male,3,Director of Data Science,18,210000,Canada,Asian,0
34,Male,2,Data Scientist,9,140000,Australia,Asian,0
23,Female,1,Software Engineer,1,50000,China,White,0
32,Male,2,Product Manager,7,110000,USA,Hispanic,0
25,Female,2,Software Engineer,2,60000,UK,White,0
37,Male,1,Data Analyst,11,160000,USA,African American,0
28,Male,1,Software Engineer,4,75000,China,Chinese,0
41,Female,3,Director of Data Science,16,200000,Canada,White,0
34,Male,2,Data Analyst,8,100000,USA,Hispanic,0
24,Female,1,Software Developer,2,55000,Canada,Black,0
36,Male,3,Data Scientist,12,170000,China,Chinese,1
30,Female,1,Software Engineer,5,90000,USA,African American,0
29,Male,1,Front End Developer,4,80000,Canada,White,0
42,Male,2,Product Manager,14,180000,USA,White,0
26,Male,1,Software Developer,2,60000,China,Chinese,0
35,Female,2,Data Analyst,9,120000,USA,White,0
28,Male,2,Web Developer,5,80000,UK,Asian,0
30,Female,1,HR Coordinator,4,60000,Canada,White,0
25,Male,1,Web Developer,2,50000,China,White,0
45,Female,2,Human Resources Manager,18,160000,Canada,Asian,1
33,Male,3,Director of HR,9,120000,Australia,Asian,0
22,Female,0,HR Generalist,0,40000,USA,Hispanic,0
36,Male,1,Web Developer,10,100000,Australia,Australian,0
29,Female,2,HR Generalist,4,75000,Canada,Black,1
42,Male,3,Director of HR,16,140000,Australia,Australian,0
27,Female,1,HR Coordinator,2,50000,Australia,Australian,0
38,Male,2,Human Resources Manager,11,110000,UK,Asian,1
24,Female,1,Web Developer,1,45000,USA,Hispanic,0
31,Male,0,Web Developer,4,55000,UK,Mixed,0
39,Female,3,Director of HR,13,130000,USA,Asian,0
26,Male,1,HR Generalist,2,50000,China,White,0
32,Female,2,HR Generalist,7,80000,USA,White,1
32,Male,1,Web Developer,2,45000,China,White,0
24,Female,0,HR Generalist,1,32000,USA,Hispanic,0
45,Male,3,Human Resources Manager,12,120000,USA,Asian,1
29,Female,2,Web Developer,4,65000,USA,White,0
38,Male,1,HR Generalist,8,95000,China,White,1
27,Female,2,Director of HR,5,80000,USA,White,0
31,Female,0,HR Coordinator,3,38000,Canada,White,0
42,Male,2,Web Developer,10,110000,Canada,White,0
26,Female,1,Web Developer,2,45000,USA,White,0
36,Male,2,HR Generalist,7,89000,Canada,Black,1
28,Male,0,HR Generalist,1,32000,USA,Hispanic,0
33,Female,1,Web Developer,5,70000,UK,Welsh,0
46,Male,3,Director of HR,15,150000,Australia,Australian,0
25,Female,1,Web Developer,1,40000,Australia,Australian,0
37,Female,2,Human Resources Manager,9,105000,Australia,White,1
30,Male,2,Web Developer,4,65000,USA,White,0
43,Female,3,Director of HR,14,140000,UK,Welsh,0
34,Male,1,Web Developer,3,50000,Australia,Asian,0
26,Female,0,HR Generalist,2,35000,USA,White,0
41,Male,2,HR Generalist,11,115000,China,Chinese,1
29,Female,2,Web Developer,5,70000,Australia,White,0
35,Male,1,Web Developer,6,80000,USA,White,0
27,Female,0,HR Coordinator,1,30000,Australia,Australian,0
40,Male,3,Director of HR,13,135000,Canada,Black,0
23,Female,1,Web Developer,1,40000,Australia,White,0
39,Male,2,HR Generalist,10,105000,USA,Asian,1
31,Male,0,HR Generalist,2,35000,Canada,White,0
44,Female,3,Human Resources Manager,12,120000,China,Chinese,1
28,Male,2,Web Developer,3,55000,UK,White,0
32,Female,1,Web Developer,2,45000,Canada,Asian,0
45,Male,2,Director of HR,14,140000,Canada,Asian,0
26,Female,1,Web Developer,3,55000,Australia,Asian,0
38,Male,3,Human Resources Manager,11,115000,Australia,White,1
27,Female,2,HR Generalist,4,70000,Canada,White,1
33,Male,0,HR Coordinator,3,38000,Australia,Australian,0
42,Female,2,Director of HR,13,135000,China,Chinese,0
29,Male,1,Web Developer,2,45000,Canada,White,0
36,Female,2,Web Developer,7,85000,Canada,Black,0
30,Male,0,HR Generalist,1,32000,USA,Asian,0
43,Female,3,Human Resources Manager,15,150000,UK,Welsh,1
34,Male,1,Web Developer,4,65000,Canada,White,0
25,Female,2,HR Generalist,1,32000,USA,Asian,0
37,Male,3,Director of HR,12,120000,UK,Asian,0
24,Female,1,Web Developer,1,40000,Australia,Australian,0
39,Male,2,HR Generalist,9,95000,China,White,1
31,Male,0,HR Generalist,2,35000,USA,African American,0
44,Female,3,Director of HR,14,140000,Australia,White,0
28,Male,1,Web Developer,3,55000,China,Korean,0
32,Female,2,Human Resources Manager,6,80000,China,Korean,1
45,Male,3,Director of HR,13,135000,UK,Asian,0
26,Female,1,Web Developer,2,45000,Canada,Asian,0
38,Male,2,HR Generalist,8,95000,USA,Hispanic,1
27,Female,0,HR Generalist,1,32000,UK,White,0
33,Male,1,Web Developer,5,70000,China,Chinese,0
42,Female,2,Director of HR,12,120000,Canada,Asian,0
29,Male,2,Human Resources Manager,4,70000,Canada,Asian,1
36,Female,2,Web Developer,7,85000,USA,African American,0
30,Male,0,HR Coordinator,2,33000,Australia,Asian,0
43,Female,3,Human Resources Manager,15,150000,Australia,Asian,1
